CodeInsee,CodePostal,Commune ,Latitude ,Longitude,Id
13101,13119,SAINT-SAVOURNIN,5.531014914,43.40572481,906
83061,83600/83370,FREJUS,6.763615974,43.47195581,907
13014,13130,BERRE-L'ETANG,5.160613698,43.50364425,908
13093,13610,SAINT-ESTEVE-JANSON,5.389589126,43.69236956,909
6062,6540,FONTAN,7.544282152,44.02190526,910
5046,5200,EMBRUN,6.475592989,44.58042949,911
6073,6420,ISOLA,7.074880623,44.18725853,912
83110,83170,ROUGIERS,5.851441272,43.38185744,913
84021,84390,BRANTES,5.332474251,44.18536628,914
6049,6620,COURMES,7.017376064,43.75255338,915
84106,84290,SAINTE-CECILE-LES-VIGNES,4.889282756,44.23585585,916
4193,4530,SAINT-PAUL-SUR-UBAYE,6.820787701,44.55889884,917
5134,5600,SAINT-CLEMENT-SUR-DURANCE,6.560740418,44.6478035,918
5098,5200,LES ORRES,6.579731422,44.48506665,919
4026,4250,BELLAFFAIRE,6.194203045,44.40439153,920
83050,83300,DRAGUIGNAN,6.454365692,43.53575133,921
84139,84800,FONTAINE-DE-VAUCLUSE,5.131254243,43.9220821,922
4086,4400,FAUCON-DE-BARCELONNETTE,6.67868076,44.41358267,923
13071,13170,LES PENNES-MIRABEAU,5.315470941,43.40267912,924
4006,4260,ALLOS,6.6267179,44.26149614,925
4018,4150,BANON,5.649647152,44.02694481,926
4076,4320,ENTREVAUX,6.802385437,43.9502625,927
6141,6830,TOUDON,7.108407706,43.89146419,928
84132,84250,LE THOR,4.993241234,43.92823983,929
13047,13800,ISTRES,4.951181352,43.55026891,930
4177,4380,HAUTES-DUYES,6.17423381,44.19490517,931
84120,84390,SAINT-TRINIT,5.478858789,44.09603619,932
13030,13780,CUGES-LES-PINS,5.710246158,43.2805717,933
84127,84830,SERIGNAN-DU-COMTAT,4.847857272,44.19390122,934
84131,84300,TAILLADES,5.094806905,43.83154745,935
13010,13570,BARBENTANE,4.749340429,43.89472498,936
6004,06600/06160,ANTIBES,7.106354183,43.58746515,937
4226,4400,UVERNET-FOURS,6.670284434,44.31911321,938
6034,6670,CASTAGNIERS,7.227741331,43.79211089,939
6076,6260,LIEUCHE,7.032410786,44.00156694,940
83055,83440,FAYENCE,6.678432799,43.61033458,941
83103,83200,LE REVEST-LES-EAUX,5.945653922,43.18249184,942
13015,13320,BOUC-BEL-AIR,5.412370561,43.44722966,943
13035,13430,EYGUIERES,5.015577052,43.7025563,944
5022,5190,BREZIERS,6.22281621,44.42105309,945
84029,84850,CAMARET-SUR-AIGUES,4.884103975,44.1596814,946
5126,5150,ROSANS,5.461465318,44.39987195,947
4091,4310,GANAGOBIE,5.908500761,44.00258621,948
5089,5700,MONTROND,5.746261764,44.38676268,949
83086,83490,LE MUY,6.576949368,43.46873079,950
5138,5250,SAINT-DISDIER,5.879529968,44.73305792,951
13075,13380,PLAN-DE-CUQUES,5.464886235,43.36709272,952
83065,83580,GASSIN,6.586175186,43.23920652,953
6095,6530,PEYMEINADE,6.881665209,43.63052945,954
6127,6450,SAINT-MARTIN-VESUBIE,7.302440716,44.1020722,955
13206,13006,MARSEILLE--6E--ARRONDISSEMENT,5.381047854,43.28709895,956
84140,84160,VAUGINES,5.406678543,43.77861853,957
83094,83120,LE PLAN-DE-LA-TOUR,6.547457511,43.3384389,958
4013,4200,AUBIGNOSC,5.957344849,44.11824496,959
6064,6510,GATTIERES,7.168774682,43.76521954,960
13078,13230,PORT-SAINT-LOUIS-DU-RHONE,4.806796636,43.41481937,961
6013,6450,BELVEDERE,7.3738312,44.05648722,962
4167,4000,LA ROBINE-SUR-GALABRE,6.230384357,44.19273299,963
83032,83570,CARCES,6.176372734,43.46900592,964
84017,84410,BEDOIN,5.234460053,44.13746241,965
83052,83560,ESPARRON,5.848720662,43.58746977,966
13057,13103,MAS-BLANC-DES-ALPILLES,4.763851534,43.78789022,967
84118,84490,SAINT-SATURNIN-LES-APT,5.373257161,43.95873689,968
6005,6260,ASCROS,7.015506848,43.9193423,969
6009,6420,BAIROLS,7.119694731,43.98705102,970
84005,84390,AUREL,5.396333262,44.13812647,971
6091,6440,PEILLE,7.411110167,43.80646483,972
83144,83160,LA VALETTE-DU-VAR,5.992225389,43.1499152,973
4207,4200,SIGOYER,5.961028163,44.32237115,974
5076,5700,MEREUIL,5.712590987,44.38397415,975
4106,4700,LURS,5.880494063,43.96983433,976
4100,4530,LARCHE,6.872615571,44.42722049,977
83093,83640,PLAN-D'AUPS-SAINTE-BAUME,5.738560183,43.33371305,978
